year,team,roster,FG Rank,FGA Rank,FG% Rank,2P Rank,2PA Rank,2P% Rank,3P Rank,3PA Rank,3P% Rank,FT Rank,FTA Rank,FT% Rank,ORB Rank,DRB Rank,TRB Rank,AST Rank,STL Rank,BLK Rank,TOV Rank,PF Rank,PTS Rank,Opponent FG Rank,Opponent FGA Rank,Opponent FG% Rank,Opponent 2P Rank,Opponent 2PA Rank,Opponent 2P% Rank,Opponent 3P Rank,Opponent 3PA Rank,Opponent 3P% Rank,Opponent FT Rank,Opponent FTA Rank,Opponent FT% Rank,Opponent ORB Rank,Opponent DRB Rank,Opponent TRB Rank,Opponent AST Rank,Opponent STL Rank,Opponent BLK Rank,Opponent TOV Rank,Opponent PF Rank,Opponent PTS Rank
2010,Butler,"[{'player': 'Gordon Hayward', 'player_link': '/cbb/players/gordon-hayward-1.html', 'number': '20', 'class': 'SO', 'pos': 'F', 'height': '6-8', 'weight': '207', 'hometown': 'Brownsburg, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '15.5 Pts, 8.2 Reb, 1.7 Ast'}, {'player': 'Shelvin Mack', 'player_link': '/cbb/players/shelvin-mack-1.html', 'number': '1', 'class': 'SO', 'pos': 'G', 'height': '6-3', 'weight': '215', 'hometown': 'Lexington, KY', 'high_school': '', 'rsci_rank': '', 'stats_summary': '14.1 Pts, 3.7 Reb, 3.0 Ast'}, {'player': 'Matt Howard', 'player_link': '/cbb/players/matt-howard-1.html', 'number': '54', 'class': 'JR', 'pos': 'F', 'height': '6-8', 'weight': '230', 'hometown': 'Connersville, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '11.6 Pts, 5.2 Reb, 0.8 Ast'}, {'player': 'Willie Veasley', 'player_link': '/cbb/players/willie-veasley-1.html', 'number': '21', 'class': 'SR', 'pos': 'G', 'height': '6-3', 'weight': '206', 'hometown': 'Freeport, IL', 'high_school': '', 'rsci_rank': '', 'stats_summary': '9.8 Pts, 4.3 Reb, 1.0 Ast'}, {'player': 'Ronald Nored', 'player_link': '/cbb/players/ronald-nored-1.html', 'number': '5', 'class': 'SO', 'pos': 'G', 'height': '6-0', 'weight': '177', 'hometown': 'Homewood, AL', 'high_school': '', 'rsci_rank': '', 'stats_summary': '6.0 Pts, 3.0 Reb, 3.6 Ast'}, {'player': 'Zach Hahn', 'player_link': '/cbb/players/zach-hahn-1.html', 'number': '3', 'class': 'JR', 'pos': 'G', 'height': '6-1', 'weight': '176', 'hometown': 'New Castle, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '4.9 Pts, 0.9 Reb, 0.6 Ast'}, {'player': 'Avery Jukes', 'player_link': '/cbb/players/avery-jukes-1.html', 'number': '24', 'class': 'SR', 'pos': 'F', 'height': '6-8', 'weight': '215', 'hometown': 'Snellville, GA', 'high_school': '', 'rsci_rank': '', 'stats_summary': '2.9 Pts, 1.2 Reb, 0.1 Ast'}, {'player': 'Shawn Vanzant', 'player_link': '/cbb/players/shawn-vanzant-1.html', 'number': '2', 'class': 'JR', 'pos': 'G', 'height': '6-0', 'weight': '172', 'hometown': 'Tampa, FL', 'high_school': '', 'rsci_rank': '', 'stats_summary': '2.8 Pts, 1.7 Reb, 1.2 Ast'}, {'player': 'Andrew Smith', 'player_link': '/cbb/players/andrew-smith-2.html', 'number': '44', 'class': 'FR', 'pos': 'C', 'height': '6-11', 'weight': '243', 'hometown': 'Zionsville, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '1.0 Pts, 1.3 Reb, 0.0 Ast'}, {'player': 'Garrett Butcher', 'player_link': '/cbb/players/garrett-butcher-1.html', 'number': '32', 'class': 'SO', 'pos': 'F', 'height': '6-6', 'weight': '223', 'hometown': 'Ellettsville, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.5 Pts, 1.0 Reb, 0.2 Ast'}, {'player': 'Grant Leiendecker', 'player_link': '/cbb/players/grant-leiendecker-1.html', 'number': '22', 'class': 'JR', 'pos': 'G', 'height': '6-5', 'weight': '182', 'hometown': 'Fort Wayne, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '1.1 Pts, 0.2 Reb, 0.1 Ast'}, {'player': 'Chase Stigall', 'player_link': '/cbb/players/chase-stigall-1.html', 'number': '33', 'class': 'FR', 'pos': 'G', 'height': '6-3', 'weight': '196', 'hometown': 'New Castle, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.7 Pts, 0.3 Reb, 0.1 Ast'}, {'player': 'Nick Rodgers', 'player_link': '/cbb/players/nick-rodgers-1.html', 'number': '14', 'class': 'SR', 'pos': 'G', 'height': '6-1', 'weight': '168', 'hometown': 'Noblesville, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.5 Pts, 0.0 Reb, 0.1 Ast'}, {'player': 'Emerson Kampen', 'player_link': '/cbb/players/emerson-kampen-1.html', 'number': '30', 'class': 'FR', 'pos': 'C', 'height': '6-8', 'weight': '201', 'hometown': 'Muncie, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.3 Pts, 0.3 Reb, 0.1 Ast'}, {'player': 'Alex Anglin', 'player_link': '/cbb/players/alex-anglin-1.html', 'number': '11', 'class': 'JR', 'pos': 'G', 'height': '6-5', 'weight': '177', 'hometown': 'Kokomo, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.0 Pts, 0.1 Reb, 0.1 Ast'}]",278,331,133,310,336,67,96,85,176,33,66,27,311,191,280,224,132,299,300,219,180,30,32,90,70,84,118,38,69,61,46,49,122,12,37,11,124,27,127,178,303,9
2010,Duke,"[{'player': 'Jon Scheyer', 'player_link': '/cbb/players/jon-scheyer-1.html', 'number': '30', 'class': 'SR', 'pos': 'G', 'height': '6-5', 'weight': '190', 'hometown': 'Northbrook, IL', 'high_school': '', 'rsci_rank': '28 (2006)', 'stats_summary': '18.2 Pts, 3.6 Reb, 4.9 Ast'}, {'player': 'Kyle Singler', 'player_link': '/cbb/players/kyle-singler-1.html', 'number': '12', 'class': 'JR', 'pos': 'F', 'height': '6-8', 'weight': '230', 'hometown': 'Medford, OR', 'high_school': '', 'rsci_rank': '6 (2007)', 'stats_summary': '17.7 Pts, 7.0 Reb, 2.4 Ast'}, {'player': 'Nolan Smith', 'player_link': '/cbb/players/nolan-smith-1.html', 'number': '2', 'class': 'JR', 'pos': 'G', 'height': '6-2', 'weight': '185', 'hometown': 'Upper Marlboro, MD', 'high_school': '', 'rsci_rank': '18 (2007)', 'stats_summary': '17.4 Pts, 2.8 Reb, 3.0 Ast'}, {'player': 'Brian Zoubek', 'player_link': '/cbb/players/brian-zoubek-1.html', 'number': '55', 'class': 'SR', 'pos': 'C', 'height': '7-1', 'weight': '260', 'hometown': 'Haddonfield, NJ', 'high_school': '', 'rsci_rank': '25 (2006)', 'stats_summary': '5.6 Pts, 7.7 Reb, 1.0 Ast'}, {'player': 'Miles Plumlee', 'player_link': '/cbb/players/miles-plumlee-1.html', 'number': '21', 'class': 'SO', 'pos': 'F', 'height': '6-10', 'weight': '245', 'hometown': 'Warsaw, IN', 'high_school': '', 'rsci_rank': '81 (2008)', 'stats_summary': '5.2 Pts, 4.9 Reb, 0.3 Ast'}, {'player': 'Lance Thomas', 'player_link': '/cbb/players/lance-thomas-1.html', 'number': '42', 'class': 'SR', 'pos': 'F', 'height': '6-9', 'weight': '225', 'hometown': 'Scotch Plains, NJ', 'high_school': '', 'rsci_rank': '20 (2006)', 'stats_summary': '4.8 Pts, 4.9 Reb, 0.9 Ast'}, {'player': 'Andre Dawkins', 'player_link': '/cbb/players/andre-dawkins-1.html', 'number': '34', 'class': 'FR', 'pos': 'G', 'height': '6-5', 'weight': '215', 'hometown': 'Chesapeake, VA', 'high_school': '', 'rsci_rank': '', 'stats_summary': '4.4 Pts, 1.1 Reb, 0.3 Ast'}, {'player': 'Mason Plumlee', 'player_link': '/cbb/players/mason-plumlee-1.html', 'number': '5', 'class': 'FR', 'pos': 'F', 'height': '6-10', 'weight': '235', 'hometown': 'Warsaw, IN', 'high_school': '', 'rsci_rank': '18 (2009)', 'stats_summary': '3.7 Pts, 3.1 Reb, 0.9 Ast'}, {'player': 'Ryan Kelly', 'player_link': '/cbb/players/ryan-kelly-3.html', 'number': '34', 'class': 'FR', 'pos': 'F', 'height': '6-11', 'weight': '230', 'hometown': 'Raleigh, NC', 'high_school': '', 'rsci_rank': '14 (2009)', 'stats_summary': '1.2 Pts, 1.1 Reb, 0.4 Ast'}, {'player': 'Olek Czyz', 'player_link': '/cbb/players/olek-czyz-1.html', 'number': '31', 'class': 'SO', 'pos': 'F', 'height': '6-7', 'weight': '240', 'hometown': '', 'high_school': '', 'rsci_rank': '66 (2008)', 'stats_summary': '2.5 Pts, 2.0 Reb, 0.8 Ast'}, {'player': 'Jordan Davidson', 'player_link': '/cbb/players/jordan-davidson-1.html', 'number': '41', 'class': 'SR', 'pos': 'G', 'height': '6-1', 'weight': '180', 'hometown': 'Melbourne, AR', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.4 Pts, 0.2 Reb, 0.1 Ast'}, {'player': 'Steve Johnson', 'player_link': '/cbb/players/steve-johnson-1.html', 'number': '51', 'class': 'JR', 'pos': 'F', 'height': '6-5', 'weight': '210', 'hometown': 'Colorado Springs, CO', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.4 Pts, 0.2 Reb, 0.0 Ast'}, {'player': 'Casey Peters', 'player_link': '/cbb/players/casey-peters-1.html', 'number': '53', 'class': 'JR', 'pos': 'G', 'height': '6-4', 'weight': '200', 'hometown': 'Red Bank, NJ', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.0 Pts, 0.1 Reb, 0.0 Ast'}]",63,43,138,122,94,211,52,107,27,42,105,8,19,81,28,105,178,97,335,216,28,64,163,39,204,291,41,3,10,2,92,89,169,210,30,78,242,26,271,209,259,28
2010,Michigan State,"[{'player': 'Kalin Lucas', 'player_link': '/cbb/players/kalin-lucas-1.html', 'number': '1', 'class': 'JR', 'pos': 'G', 'height': '6-1', 'weight': '195', 'hometown': 'Detroit, MI', 'high_school': '', 'rsci_rank': '35 (2007)', 'stats_summary': '14.8 Pts, 1.9 Reb, 4.0 Ast'}, {'player': 'Durrell Summers', 'player_link': '/cbb/players/durrell-summers-1.html', 'number': '15', 'class': 'JR', 'pos': 'G', 'height': '6-5', 'weight': '205', 'hometown': 'Detroit, MI', 'high_school': '', 'rsci_rank': '30 (2007)', 'stats_summary': '11.3 Pts, 4.7 Reb, 0.8 Ast'}, {'player': 'Raymar Morgan', 'player_link': '/cbb/players/raymar-morgan-1.html', 'number': '2', 'class': 'SR', 'pos': 'F', 'height': '6-8', 'weight': '230', 'hometown': 'Canton, OH', 'high_school': '', 'rsci_rank': '34 (2006)', 'stats_summary': '11.3 Pts, 6.2 Reb, 1.8 Ast'}, {'player': 'Draymond Green', 'player_link': '/cbb/players/draymond-green-1.html', 'number': '23', 'class': 'SO', 'pos': 'F', 'height': '6-7', 'weight': '230', 'hometown': 'Saginaw, MI', 'high_school': '', 'rsci_rank': '95 (2008)', 'stats_summary': '9.9 Pts, 7.7 Reb, 3.0 Ast'}, {'player': 'Chris Allen', 'player_link': '/cbb/players/chris-allen-1.html', 'number': '4', 'class': 'JR', 'pos': 'G', 'height': '6-3', 'weight': '205', 'hometown': 'Lawrenceville, GA', 'high_school': '', 'rsci_rank': '40 (2007)', 'stats_summary': '8.2 Pts, 2.8 Reb, 2.0 Ast'}, {'player': 'Delvon Roe', 'player_link': '/cbb/players/delvon-roe-1.html', 'number': '10', 'class': 'SO', 'pos': 'F', 'height': '6-8', 'weight': '235', 'hometown': 'Euclid, OH', 'high_school': '', 'rsci_rank': '10 (2008)', 'stats_summary': '6.4 Pts, 5.0 Reb, 1.2 Ast'}, {'player': 'Korie Lucious', 'player_link': '/cbb/players/korie-lucious-1.html', 'number': '13', 'class': 'SO', 'pos': 'G', 'height': '5-11', 'weight': '170', 'hometown': 'Milwaukee, WI', 'high_school': '', 'rsci_rank': '87 (2008)', 'stats_summary': '5.6 Pts, 1.7 Reb, 3.3 Ast'}, {'player': 'Derrick Nix', 'player_link': '/cbb/players/derrick-nix-1.html', 'number': '25', 'class': 'FR', 'pos': 'C', 'height': '6-9', 'weight': '270', 'hometown': 'Detroit, MI', 'high_school': '', 'rsci_rank': '88 (2009)', 'stats_summary': '2.3 Pts, 2.1 Reb, 0.3 Ast'}, {'player': 'Garrick Sherman', 'player_link': '/cbb/players/garrick-sherman-1.html', 'number': '11', 'class': 'FR', 'pos': 'C', 'height': '6-11', 'weight': '255', 'hometown': 'Kenton, OH', 'high_school': '', 'rsci_rank': '', 'stats_summary': '1.9 Pts, 1.6 Reb, 0.1 Ast'}, {'player': 'Austin Thornton', 'player_link': '/cbb/players/austin-thornton-1.html', 'number': '13', 'class': 'SO', 'pos': 'G', 'height': '6-5', 'weight': '210', 'hometown': 'Sand Lake, MI', 'high_school': '', 'rsci_rank': '', 'stats_summary': '1.0 Pts, 1.1 Reb, 0.3 Ast'}, {'player': 'Isaiah Dahlman', 'player_link': '/cbb/players/isaiah-dahlman-1.html', 'number': '22', 'class': 'SR', 'pos': 'G', 'height': '6-6', 'weight': '195', 'hometown': 'Braham, MN', 'high_school': '', 'rsci_rank': '67 (2006)', 'stats_summary': '1.3 Pts, 0.4 Reb, 0.1 Ast'}, {'player': 'Tom Herzog', 'player_link': '/cbb/players/tom-herzog-1.html', 'number': '41', 'class': 'JR', 'pos': 'C', 'height': '7-0', 'weight': '250', 'hometown': 'Flint, MI', 'high_school': '', 'rsci_rank': '47 (2006)', 'stats_summary': '1.3 Pts, 1.2 Reb, 0.0 Ast'}, {'player': 'Mike Kebler', 'player_link': '/cbb/players/mike-kebler-1.html', 'number': '20', 'class': 'JR', 'pos': 'G', 'height': '6-4', 'weight': '205', 'hometown': 'Okemos, MI', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.3 Pts, 0.5 Reb, 0.4 Ast'}, {'player': 'Jon Crandell', 'player_link': '/cbb/players/jon-crandell-1.html', 'number': '25', 'class': 'SR', 'pos': 'F', 'height': '6-8', 'weight': '230', 'hometown': 'Rochester, MI', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.0 Pts, 0.2 Reb, 0.1 Ast'}, {'player': 'Dion Sims', 'player_link': '/cbb/players/dion-sims-1.html', 'number': '5', 'class': 'FR', 'pos': '', 'height': '6-5', 'weight': '265', 'hometown': 'Detroit, MI', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.0 Pts, 0.0 Reb, 0.0 Ast'}]",60,158,31,21,52,51,286,305,163,187,186,192,56,50,40,12,193,174,159,220,108,81,171,50,46,82,70,256,297,104,59,42,279,68,6,9,336,168,32,70,80,56
2010,West Virginia,"[{'player': ""Da'Sean Butler"", 'player_link': '/cbb/players/dasean-butler-1.html', 'number': '1', 'class': 'SR', 'pos': 'F', 'height': '6-7', 'weight': '230', 'hometown': 'Newark, NJ', 'high_school': '', 'rsci_rank': '99 (2006)', 'stats_summary': '17.2 Pts, 6.2 Reb, 3.1 Ast'}, {'player': 'Kevin Jones', 'player_link': '/cbb/players/kevin-jones-5.html', 'number': '5', 'class': 'SO', 'pos': 'F', 'height': '6-8', 'weight': '260', 'hometown': 'Mount Vernon, NY', 'high_school': '', 'rsci_rank': '47 (2008)', 'stats_summary': '13.5 Pts, 7.2 Reb, 1.1 Ast'}, {'player': 'Devin Ebanks', 'player_link': '/cbb/players/devin-ebanks-1.html', 'number': '3', 'class': 'SO', 'pos': 'F', 'height': '6-9', 'weight': '215', 'hometown': 'Long Island City, NY', 'high_school': '', 'rsci_rank': '30 (2008)', 'stats_summary': '12.0 Pts, 8.1 Reb, 2.4 Ast'}, {'player': 'Darryl Bryant', 'player_link': '/cbb/players/darryl-bryant-1.html', 'number': '25', 'class': 'SO', 'pos': 'G', 'height': '6-2', 'weight': '195', 'hometown': 'Brooklyn, NY', 'high_school': '', 'rsci_rank': '', 'stats_summary': '9.3 Pts, 2.2 Reb, 3.1 Ast'}, {'player': 'Wellington Smith', 'player_link': '/cbb/players/wellington-smith-1.html', 'number': '35', 'class': 'SR', 'pos': 'F', 'height': '6-7', 'weight': '245', 'hometown': 'Summit, NJ', 'high_school': '', 'rsci_rank': '', 'stats_summary': '6.6 Pts, 4.1 Reb, 1.3 Ast'}, {'player': 'Casey Mitchell', 'player_link': '/cbb/players/casey-mitchell-1.html', 'number': '3', 'class': 'JR', 'pos': 'G', 'height': '6-4', 'weight': '220', 'hometown': 'Savannah, GA', 'high_school': '', 'rsci_rank': '', 'stats_summary': '3.7 Pts, 0.9 Reb, 0.4 Ast'}, {'player': 'John Flowers', 'player_link': '/cbb/players/john-flowers-1.html', 'number': '41', 'class': 'JR', 'pos': 'F', 'height': '6-7', 'weight': '215', 'hometown': 'Waldorf, MD', 'high_school': '', 'rsci_rank': '', 'stats_summary': '3.1 Pts, 2.4 Reb, 1.2 Ast'}, {'player': 'Joe Mazzulla', 'player_link': '/cbb/players/joe-mazzulla-1.html', 'number': '21', 'class': 'JR', 'pos': 'G', 'height': '6-2', 'weight': '200', 'hometown': 'Johnston, RI', 'high_school': '', 'rsci_rank': '', 'stats_summary': '2.7 Pts, 1.8 Reb, 2.4 Ast'}, {'player': 'Dalton Pepper', 'player_link': '/cbb/players/dalton-pepper-1.html', 'number': '32', 'class': 'FR', 'pos': 'G', 'height': '6-5', 'weight': '220', 'hometown': 'Levittown, PA', 'high_school': '', 'rsci_rank': '77 (2009)', 'stats_summary': '3.1 Pts, 0.6 Reb, 0.5 Ast'}, {'player': 'Deniz Kilicli', 'player_link': '/cbb/players/deniz-kilicli-1.html', 'number': '13', 'class': 'FR', 'pos': 'F', 'height': '6-9', 'weight': '260', 'hometown': 'Samsun, TÃ¼rkiye', 'high_school': '', 'rsci_rank': '', 'stats_summary': '3.5 Pts, 0.9 Reb, 0.1 Ast'}, {'player': 'Cam Thoroughman', 'player_link': '/cbb/players/cam-thoroughman-1.html', 'number': '2', 'class': 'JR', 'pos': 'F', 'height': '6-7', 'weight': '235', 'hometown': 'Portsmouth, OH', 'high_school': '', 'rsci_rank': '', 'stats_summary': '1.0 Pts, 1.3 Reb, 0.5 Ast'}, {'player': 'Dan Jennings', 'player_link': '/cbb/players/dan-jennings-1.html', 'number': '35', 'class': 'FR', 'pos': 'F', 'height': '6-9', 'weight': '245', 'hometown': 'Staten Island, NY', 'high_school': '', 'rsci_rank': '', 'stats_summary': '1.5 Pts, 1.6 Reb, 0.0 Ast'}, {'player': 'Jonnie West', 'player_link': '/cbb/players/jonnie-west-1.html', 'number': '4', 'class': 'JR', 'pos': 'G', 'height': '6-3', 'weight': '195', 'hometown': 'Memphis, TN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '1.7 Pts, 0.3 Reb, 0.3 Ast'}, {'player': 'Cam Payne', 'player_link': '/cbb/players/cam-payne-1.html', 'number': '20', 'class': 'SO', 'pos': 'G', 'height': '6-4', 'weight': '225', 'hometown': 'Charleston, WV', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.5 Pts, 0.5 Reb, 0.2 Ast'}, {'player': 'Bryan Lowther', 'player_link': '/cbb/players/bryan-lowther-1.html', 'number': '15', 'class': 'FR', 'pos': 'G', 'height': '6-2', 'weight': '215', 'hometown': 'Edinboro, PA', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.0 Pts, 0.0 Reb, 0.0 Ast'}]",128,100,196,168,177,170,105,84,193,67,84,120,2,211,37,26,288,94,305,215,94,59,74,93,96,116,112,81,100,84,167,177,126,140,37,55,322,113,97,129,326,52
2011,Butler,"[{'player': 'Shelvin Mack', 'player_link': '/cbb/players/shelvin-mack-1.html', 'number': '1', 'class': 'JR', 'pos': 'G', 'height': '6-3', 'weight': '215', 'hometown': 'Lexington, KY', 'high_school': '', 'rsci_rank': '', 'stats_summary': '16.0 Pts, 4.5 Reb, 3.4 Ast'}, {'player': 'Matt Howard', 'player_link': '/cbb/players/matt-howard-1.html', 'number': '54', 'class': 'SR', 'pos': 'F', 'height': '6-8', 'weight': '230', 'hometown': 'Connersville, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '16.4 Pts, 7.7 Reb, 1.4 Ast'}, {'player': 'Andrew Smith', 'player_link': '/cbb/players/andrew-smith-2.html', 'number': '44', 'class': 'SO', 'pos': 'C', 'height': '6-11', 'weight': '243', 'hometown': 'Zionsville, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '8.5 Pts, 5.6 Reb, 0.6 Ast'}, {'player': 'Shawn Vanzant', 'player_link': '/cbb/players/shawn-vanzant-1.html', 'number': '2', 'class': 'SR', 'pos': 'G', 'height': '6-0', 'weight': '172', 'hometown': 'Tampa, FL', 'high_school': '', 'rsci_rank': '', 'stats_summary': '8.1 Pts, 3.4 Reb, 1.7 Ast'}, {'player': 'Khyle Marshall', 'player_link': '/cbb/players/khyle-marshall-1.html', 'number': '23', 'class': 'FR', 'pos': 'F', 'height': '6-6', 'weight': '216', 'hometown': 'Davie, FL', 'high_school': '', 'rsci_rank': '', 'stats_summary': '5.8 Pts, 3.8 Reb, 0.3 Ast'}, {'player': 'Zach Hahn', 'player_link': '/cbb/players/zach-hahn-1.html', 'number': '3', 'class': 'SR', 'pos': 'G', 'height': '6-1', 'weight': '176', 'hometown': 'New Castle, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '4.9 Pts, 1.1 Reb, 1.1 Ast'}, {'player': 'Ronald Nored', 'player_link': '/cbb/players/ronald-nored-1.html', 'number': '5', 'class': 'JR', 'pos': 'G', 'height': '6-0', 'weight': '177', 'hometown': 'Homewood, AL', 'high_school': '', 'rsci_rank': '', 'stats_summary': '5.0 Pts, 3.2 Reb, 2.3 Ast'}, {'player': 'Chase Stigall', 'player_link': '/cbb/players/chase-stigall-1.html', 'number': '33', 'class': 'SO', 'pos': 'G', 'height': '6-3', 'weight': '196', 'hometown': 'New Castle, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '3.9 Pts, 1.7 Reb, 0.7 Ast'}, {'player': 'Garrett Butcher', 'player_link': '/cbb/players/garrett-butcher-1.html', 'number': '32', 'class': 'JR', 'pos': 'F', 'height': '6-6', 'weight': '223', 'hometown': 'Ellettsville, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '1.5 Pts, 1.3 Reb, 0.2 Ast'}, {'player': 'Chrishawn Hopkins', 'player_link': '/cbb/players/chrishawn-hopkins-1.html', 'number': '20', 'class': 'FR', 'pos': 'G', 'height': '6-2', 'weight': '175', 'hometown': 'Indianapolis, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '1.5 Pts, 0.5 Reb, 0.4 Ast'}, {'player': 'Erik Fromm', 'player_link': '/cbb/players/erik-fromm-1.html', 'number': '4', 'class': 'FR', 'pos': 'F', 'height': '6-8', 'weight': '223', 'hometown': 'Bloomington, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.8 Pts, 0.5 Reb, 0.0 Ast'}, {'player': 'Grant Leiendecker', 'player_link': '/cbb/players/grant-leiendecker-1.html', 'number': '22', 'class': 'SR', 'pos': 'G', 'height': '6-5', 'weight': '182', 'hometown': 'Fort Wayne, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '1.2 Pts, 0.3 Reb, 0.0 Ast'}, {'player': 'Alex Anglin', 'player_link': '/cbb/players/alex-anglin-1.html', 'number': '11', 'class': 'SR', 'pos': 'G', 'height': '6-5', 'weight': '177', 'hometown': 'Kokomo, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.7 Pts, 0.7 Reb, 0.1 Ast'}, {'player': 'Emerson Kampen', 'player_link': '/cbb/players/emerson-kampen-1.html', 'number': '30', 'class': 'SO', 'pos': 'C', 'height': '6-8', 'weight': '201', 'hometown': 'Muncie, IN', 'high_school': '', 'rsci_rank': '', 'stats_summary': '0.0 Pts, 0.1 Reb, 0.1 Ast'}]",165,136,187,254,270,159,61,47,134,119,171,71,165,146,161,249,223,335,328,166,101,69,67,131,75,58,189,145,203,66,128,156,73,26,142,55,98,31,95,84,243,68
